"","Source","Study","ControlSite","ControlID","Group","SpeciesCode","SpeciesName","Continent","Country","Longitude","Latitude","LocationUncertainty","StudyYear","YearsInStudy","InfraN","ControlN","InfraD","ControlD","InfraAbundance_original","ControlAbundance_original","AbundanceUnit","InfraSD_original","ControlSD_original","SDEstimate","InfraA","ControlA","InfraSD","ControlSD","MaxDist","Dist","MinDist","MaxCDist","CDist","MinCDist","Habitat","InfraType","StudyQualityA","StudyQualityB","Note","ID","InfraSD_imputed","ControlSD_imputed","logRR_uncorrected","logRR","VAR_uncorrected","VAR","logD","logD2","InfraTypeOriginal","HabitatOriginal","Order","Genus","Family","Diet","BM","logBM"
"4002","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.1679,0,"Birds/ha",NA,NA,NA,0.1679,0.0303,NA,NA,125,100,75,575,550,525,"Open","Unpaved road",1,0,NA,"S4002",0.10087496010288,0.0428528136341552,1.71222085156817,0.89260345206765,2.36116524100296,4.42671324639709,2,4,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4003","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.2469,0,"Birds/ha",NA,NA,NA,0.2469,0.0303,NA,NA,175,150,125,575,550,525,"Open","Unpaved road",1,0,NA,"S4003",0.122325943134056,0.0428528136341552,2.09783568383581,1.22046969693335,2.24566806619909,4.27619540705899,2.17609125905568,4.73537316773854,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4004","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.2469,0,"Birds/ha",NA,NA,NA,0.2469,0.0303,NA,NA,225,200,175,575,550,525,"Open","Unpaved road",1,0,NA,"S4004",0.122325943134056,0.0428528136341552,2.09783568383581,1.22046969693335,2.24566806619909,4.27619540705899,2.30102999566398,5.29473904094538,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4005","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.3259,0,"Birds/ha",NA,NA,NA,0.3259,0.0303,NA,NA,275,250,225,575,550,525,"Open","Unpaved road",1,0,NA,"S4005",0.140540083789342,0.0428528136341552,2.37544287332819,1.46832546628218,2.18616522591197,4.20385681482455,2.39794000867204,5.75011628519005,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4006","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.2469,0,"Birds/ha",NA,NA,NA,0.2469,0.0303,NA,NA,325,300,275,575,550,525,"Open","Unpaved road",1,0,NA,"S4006",0.122325943134056,0.0428528136341552,2.09783568383581,1.22046969693335,2.24566806619909,4.27619540705899,2.47712125471966,6.13612971058392,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4007","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.5827,0,"Birds/ha",NA,NA,NA,0.5827,0.0303,NA,NA,475,350,325,575,550,525,"Open","Unpaved road",1,0,NA,"S4007",0.187923259643801,0.0428528136341552,2.9565247616337,2.00842926562452,2.10420904798563,4.11001804694468,2.54406804435028,6.47228221428424,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4008","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0,0,"Birds/ha",NA,NA,NA,0.0303,0.0303,NA,NA,425,400,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4008",0.0428528136341552,0.0428528136341552,0,0,4.000400040004,8.00120016002,2.60205999132796,6.77071619846968,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4009","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.1679,0,"Birds/ha",NA,NA,NA,0.1679,0.0303,NA,NA,475,450,425,575,550,525,"Open","Unpaved road",1,0,NA,"S4009",0.10087496010288,0.0428528136341552,1.71222085156817,0.89260345206765,2.36116524100296,4.42671324639709,2.65321251377534,7.03953664325408,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4010","Thompson et al. 2015","118","118","118b399","Birds","b399","Calcarius ornatus","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.5432,0,"Birds/ha",NA,NA,NA,0.5432,0.0303,NA,NA,525,500,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4010",0.181442035155066,0.0428528136341552,2.88632986372916,1.94201599198853,2.11177229652273,4.11839654297474,2.69897000433602,7.28443908430557,"Gravel road","Grassland","Passeriformes","Calcarius","Calcariidae",0,20.3,1.30749603791321
"4012","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.2082,0,"Birds/ha",NA,NA,NA,0.2082,0.0303,NA,NA,75,50,25,575,550,525,"Open","Unpaved road",1,0,NA,"S4012",0.112330680662862,0.0428528136341552,1.92735144366555,1.07279912964452,2.29129541196195,4.3340637355801,1.69897000433602,2.88649907563353,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4013","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.1644,0,"Birds/ha",NA,NA,NA,0.1644,0.0303,NA,NA,125,100,75,575,550,525,"Open","Unpaved road",1,0,NA,"S4013",0.0998180162277149,0.0428528136341552,1.69115477010676,0.875379761949006,2.3688500236885,4.43720149630553,2,4,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4014","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.3397,0,"Birds/ha",NA,NA,NA,0.3397,0.0303,NA,NA,175,150,125,575,550,525,"Open","Unpaved road",1,0,NA,"S4014",0.143484768487386,0.0428528136341552,2.41691516265121,1.50602042289758,2.17861056049673,4.19492578098455,2.17609125905568,4.73537316773854,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4015","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.3397,0,"Birds/ha",NA,NA,NA,0.3397,0.0303,NA,NA,225,200,175,575,550,525,"Open","Unpaved road",1,0,NA,"S4015",0.143484768487386,0.0428528136341552,2.41691516265121,1.50602042289758,2.17861056049673,4.19492578098455,2.30102999566398,5.29473904094538,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4016","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0,0,"Birds/ha",NA,NA,NA,0.0303,0.0303,NA,NA,275,250,225,575,550,525,"Open","Unpaved road",1,0,NA,"S4016",0.0428528136341552,0.0428528136341552,0,0,4.000400040004,8.00120016002,2.39794000867204,5.75011628519005,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4017","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.0767,0,"Birds/ha",NA,NA,NA,0.0767,0.0303,NA,NA,325,300,275,575,550,525,"Open","Unpaved road",1,0,NA,"S4017",0.0681797979498682,0.0428528136341552,0.928753995857887,0.323739126704739,2.79037030169771,5.10295489874324,2.47712125471966,6.13612971058392,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4018","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.0767,0,"Birds/ha",NA,NA,NA,0.0767,0.0303,NA,NA,475,350,325,575,550,525,"Open","Unpaved road",1,0,NA,"S4018",0.0681797979498682,0.0428528136341552,0.928753995857887,0.323739126704739,2.79037030169771,5.10295489874324,2.54406804435028,6.47228221428424,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4019","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.1644,0,"Birds/ha",NA,NA,NA,0.1644,0.0303,NA,NA,425,400,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4019",0.0998180162277149,0.0428528136341552,1.69115477010676,0.875379761949006,2.3688500236885,4.43720149630553,2.60205999132796,6.77071619846968,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4020","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.0767,0,"Birds/ha",NA,NA,NA,0.0767,0.0303,NA,NA,475,450,425,575,550,525,"Open","Unpaved road",1,0,NA,"S4020",0.0681797979498682,0.0428528136341552,0.928753995857887,0.323739126704739,2.79037030169771,5.10295489874324,2.65321251377534,7.03953664325408,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4021","Thompson et al. 2015","118","118","118b294","Birds","b294","Spizella pallida","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.6466,0,"Birds/ha",NA,NA,NA,0.6466,0.0303,NA,NA,525,500,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4021",0.197959285682382,0.0428528136341552,3.06058015277601,2.10734533037635,2.09393039520469,4.09872314683051,2.69897000433602,7.28443908430557,"Gravel road","Grassland","Passeriformes","Spizella","Passerellidae",0,11.2,1.04921802267018
"4023","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.6496,0.9915,"Birds/ha",NA,NA,NA,0.6496,0.9915,NA,NA,75,50,25,575,550,525,"Open","Unpaved road",1,0,NA,"S4023",0.198417985499543,0.245134471445591,-0.422862159112383,-0.406776219791011,0.154423135538478,0.160643519179713,1.69897000433602,2.88649907563353,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4024","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.4017,0.9915,"Birds/ha",NA,NA,NA,1.4017,0.9915,NA,NA,125,100,75,575,550,525,"Open","Unpaved road",1,0,NA,"S4024",0.291464432052206,0.245134471445591,0.346222116709161,0.337278072766336,0.104363169010085,0.107166082693593,2,4,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4025","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.3333,0.9915,"Birds/ha",NA,NA,NA,1.3333,0.9915,NA,NA,175,150,125,575,550,525,"Open","Unpaved road",1,0,NA,"S4025",0.284264068439999,0.245134471445591,0.296193403161562,0.288358429860924,0.106581310294459,0.109482591027102,2.17609125905568,4.73537316773854,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4026","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.1966,0.9915,"Birds/ha",NA,NA,NA,1.1966,0.9915,NA,NA,225,200,175,575,550,525,"Open","Unpaved road",1,0,NA,"S4026",0.269297627396181,0.245134471445591,0.188020532996081,0.182781996143892,0.111774183191358,0.114924992466733,2.30102999566398,5.29473904094538,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4027","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.3333,0.9915,"Birds/ha",NA,NA,NA,1.3333,0.9915,NA,NA,275,250,225,575,550,525,"Open","Unpaved road",1,0,NA,"S4027",0.284264068439999,0.245134471445591,0.296193403161562,0.288358429860924,0.106581310294459,0.109482591027102,2.39794000867204,5.75011628519005,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4028","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.0598,0.9915,"Birds/ha",NA,NA,NA,1.0598,0.9915,NA,NA,325,300,275,575,550,525,"Open","Unpaved road",1,0,NA,"S4028",0.253436980392174,0.245134471445591,0.066616542098811,0.064646887247429,0.118311947192971,0.121815255945353,2.47712125471966,6.13612971058392,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4029","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.3333,0.9915,"Birds/ha",NA,NA,NA,1.3333,0.9915,NA,NA,475,350,325,575,550,525,"Open","Unpaved road",1,0,NA,"S4029",0.284264068439999,0.245134471445591,0.296193403161562,0.288358429860924,0.106581310294459,0.109482591027102,2.54406804435028,6.47228221428424,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4030","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.3333,0.9915,"Birds/ha",NA,NA,NA,1.3333,0.9915,NA,NA,425,400,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4030",0.284264068439999,0.245134471445591,0.296193403161562,0.288358429860924,0.106581310294459,0.109482591027102,2.60205999132796,6.77071619846968,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4031","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,2.0171,0.9915,"Birds/ha",NA,NA,NA,2.0171,0.9915,NA,NA,475,450,425,575,550,525,"Open","Unpaved road",1,0,NA,"S4031",0.349640508020002,0.245134471445591,0.710197167347436,0.694657421044295,0.0911717642894522,0.0934913206555311,2.65321251377534,7.03953664325408,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4032","Thompson et al. 2015","118","118","118b259","Birds","b259","Ammodramus savannarum","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,1.4017,0.9915,"Birds/ha",NA,NA,NA,1.4017,0.9915,NA,NA,525,500,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4032",0.291464432052206,0.245134471445591,0.346222116709161,0.337278072766336,0.104363169010085,0.107166082693593,2.69897000433602,7.28443908430557,"Gravel road","Grassland","Passeriformes","Ammodramus","Passerellidae",0,17.61,1.24575935596728
"4034","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.3217,0.237,"Birds/ha",NA,NA,NA,0.3217,0.237,NA,NA,75,50,25,575,550,525,"Open","Unpaved road",1,0,NA,"S4034",0.139631549790761,0.119848389074015,0.30555929310985,0.271894956277611,0.444114875753756,0.494557669044554,1.69897000433602,2.88649907563353,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4035","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0,0.237,"Birds/ha",NA,NA,NA,0.0303,0.237,NA,NA,125,100,75,575,550,525,"Open","Unpaved road",1,0,NA,"S4035",0.0428528136341552,0.119848389074015,-2.05691242861981,-1.18467330597337,2.25592179471112,4.28901866774931,2,4,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4036","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.0847,0.237,"Birds/ha",NA,NA,NA,0.0847,0.237,NA,NA,175,150,125,575,550,525,"Open","Unpaved road",1,0,NA,"S4036",0.0716472842006823,0.119848389074015,-1.02894453947712,-0.799036474021406,0.971259680329667,1.25995374054978,2.17609125905568,4.73537316773854,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4037","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.3386,0.237,"Birds/ha",NA,NA,NA,0.3386,0.237,NA,NA,225,200,175,575,550,525,"Open","Unpaved road",1,0,NA,"S4037",0.143252267420841,0.119848389074015,0.356759328563904,0.318393510031054,0.434711912352532,0.483427460069527,2.30102999566398,5.29473904094538,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4038","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.254,0.237,"Birds/ha",NA,NA,NA,0.254,0.237,NA,NA,275,250,225,575,550,525,"Open","Unpaved road",1,0,NA,"S4038",0.124072315179251,0.119848389074015,0.0692741258834054,0.0607165074384153,0.494328312528253,0.55549166550346,2.39794000867204,5.75011628519005,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4039","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.0677,0.237,"Birds/ha",NA,NA,NA,0.0677,0.237,NA,NA,325,300,275,575,550,525,"Open","Unpaved road",1,0,NA,"S4039",0.064054900694875,0.119848389074015,-1.2529739612169,-0.933227310860525,1.15093685013099,1.58433867879247,2.47712125471966,6.13612971058392,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4040","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.491,0.237,"Birds/ha",NA,NA,NA,0.491,0.237,NA,NA,475,350,325,575,550,525,"Open","Unpaved road",1,0,NA,"S4040",0.17250384273278,0.119848389074015,0.72838398665939,0.662240065298783,0.37915570669702,0.419470487510207,2.54406804435028,6.47228221428424,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4041","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.491,0.237,"Birds/ha",NA,NA,NA,0.491,0.237,NA,NA,425,400,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4041",0.17250384273278,0.119848389074015,0.72838398665939,0.662240065298783,0.37915570669702,0.419470487510207,2.60205999132796,6.77071619846968,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4042","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.1693,0.237,"Birds/ha",NA,NA,NA,0.1693,0.237,NA,NA,475,450,425,575,550,525,"Open","Unpaved road",1,0,NA,"S4042",0.101294649713625,0.119848389074015,-0.336387851996041,-0.285258601707184,0.613702049995948,0.710473801773356,2.65321251377534,7.03953664325408,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4043","Thompson et al. 2015","118","118","118b366","Birds","b366","Passerculus sandwichensis","North-America","USA",-102.82,48.02,130000,"2012-2014",2,1,1,16.5,16.5,0.2709,0.237,"Birds/ha",NA,NA,NA,0.2709,0.237,NA,NA,525,500,475,575,550,525,"Open","Unpaved road",1,0,NA,"S4043",0.128133453157955,0.119848389074015,0.133689607955918,0.117689297578216,0.479442928662829,0.537165319056209,2.69897000433602,7.28443908430557,"Gravel road","Grassland","Passeriformes","Passerculus","Passerellidae",0,19.97,1.3003780648707
"4045","Chen et al. 2019B","85","85","85m100","Mammals","m100","Apodemus chevrieri","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,0,1,"Individuals",NA,NA,NA,0.25,1,0.3536,NA,NA,10,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4045",0.3536,1,-1.38629436111989,-1.13616252111989,1.50026368,2.12552739476357,1,1,"Paved road","Deciduous forest","Rodentia","Apodemus","Muridae",0,32.9,1.51719589794997
"4046","Chen et al. 2019B","85","85","85m100","Mammals","m100","Apodemus chevrieri","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,0,1,"Individuals",NA,NA,NA,0.25,1,0.3536,NA,NA,100,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4046",0.3536,1,-1.38629436111989,-1.13616252111989,1.50026368,2.12552739476357,2,4,"Paved road","Deciduous forest","Rodentia","Apodemus","Muridae",0,32.9,1.51719589794997
"4047","Chen et al. 2019B","85","85","85m100","Mammals","m100","Apodemus chevrieri","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,1,1,"Individuals",NA,NA,NA,1,1,NA,NA,NA,200,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4047",1,1,0,0,1,1.25,2.30102999566398,5.29473904094538,"Paved road","Deciduous forest","Rodentia","Apodemus","Muridae",0,32.9,1.51719589794997
"4049","Chen et al. 2019B","85","85","85m101","Mammals","m101","Apodemus draco","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,4,11,"Individuals",NA,NA,NA,4,11,NA,NA,NA,10,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4049",2,3.3166247903554,-1.01160091167848,-0.971828184405753,0.170454545454545,0.179300103305785,1,1,"Paved road","Deciduous forest","Rodentia","Apodemus","Muridae",0,22.25,1.34733001531695
"4050","Chen et al. 2019B","85","85","85m101","Mammals","m101","Apodemus draco","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,3,11,"Individuals",NA,NA,NA,3,11,NA,NA,NA,100,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4050",1.73205080756888,3.3166247903554,-1.29928298413026,-1.2386769235242,0.212121212121212,0.227043158861341,2,4,"Paved road","Deciduous forest","Rodentia","Apodemus","Muridae",0,22.25,1.34733001531695
"4051","Chen et al. 2019B","85","85","85m101","Mammals","m101","Apodemus draco","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,1,11,"Individuals",NA,NA,NA,1,11,NA,NA,NA,200,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4051",1,3.3166247903554,-2.39789527279837,-2.17062254552564,0.545454545454545,0.671487603305785,2.30102999566398,5.29473904094538,"Paved road","Deciduous forest","Rodentia","Apodemus","Muridae",0,22.25,1.34733001531695
"4053","Chen et al. 2019B","85","85","85m102","Mammals","m102","Leopoldamys edwardsi","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,1.5,1,"Individuals",NA,NA,NA,1.5,1,NA,NA,NA,10,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4053",1.22474487139159,1,0.405465108108164,0.322131774774831,0.833333333333333,1.01388888888889,1,1,"Paved road","Deciduous forest","Rodentia","Leopoldamys","Muridae",0,300,2.47712125471966
"4054","Chen et al. 2019B","85","85","85m102","Mammals","m102","Leopoldamys edwardsi","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,0,1,"Individuals",NA,NA,NA,0.25,1,0.3536,NA,NA,100,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4054",0.3536,1,-1.38629436111989,-1.13616252111989,1.50026368,2.12552739476357,2,4,"Paved road","Deciduous forest","Rodentia","Leopoldamys","Muridae",0,300,2.47712125471966
"4055","Chen et al. 2019B","85","85","85m102","Mammals","m102","Leopoldamys edwardsi","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,0.5,1,"Individuals",0.7071,NA,NA,0.5,1,0.7071,NA,NA,200,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4055",0.7071,1,-0.693147180559945,-0.443156770559945,1.49998082,2.12496164018394,2.30102999566398,5.29473904094538,"Paved road","Deciduous forest","Rodentia","Leopoldamys","Muridae",0,300,2.47712125471966
"4057","Chen et al. 2019B","85","85","85m103","Mammals","m103","Niviventer confucianus","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,9.5,9,"Individuals",NA,NA,NA,9.5,9,NA,NA,NA,10,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4057",3.08220700148449,3,0.0540672212702758,0.0526052329661822,0.108187134502924,0.111115385930714,1,1,"Paved road","Deciduous forest","Rodentia","Niviventer","Muridae",0,65,1.81291335664286
"4058","Chen et al. 2019B","85","85","85m103","Mammals","m103","Niviventer confucianus","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,9.5,9,"Individuals",NA,NA,NA,9.5,9,NA,NA,NA,100,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4058",3.08220700148449,3,0.0540672212702758,0.0526052329661822,0.108187134502924,0.111115385930714,2,4,"Paved road","Deciduous forest","Rodentia","Niviventer","Muridae",0,65,1.81291335664286
"4059","Chen et al. 2019B","85","85","85m103","Mammals","m103","Niviventer confucianus","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,7,9,"Individuals",NA,NA,NA,7,9,NA,NA,NA,200,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4059",2.64575131106459,3,-0.251314428280906,-0.243377920344398,0.126984126984127,0.131078357268833,2.30102999566398,5.29473904094538,"Paved road","Deciduous forest","Rodentia","Niviventer","Muridae",0,65,1.81291335664286
"4061","Chen et al. 2019B","85","85","85m104","Mammals","m104","Niviventer fulvescens","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,1,0,"Individuals",NA,NA,NA,1,0.25,NA,0.3536,NA,10,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4061",1,0.3536,1.38629436111989,1.13616252111989,1.50026368,2.12552739476357,1,1,"Paved road","Deciduous forest","Rodentia","Niviventer","Muridae",0,82.55,1.91671707759881
"4062","Chen et al. 2019B","85","85","85m104","Mammals","m104","Niviventer fulvescens","Asia","China",110.48,31.32,50000,"2013-2014",2,2,2,1,1,0,0,"Individuals",NA,NA,NA,0.25,0.25,0.3536,0.3536,NA,100,NA,NA,3000,3000,"Closed","Paved road",1,1,NA,"S4062",0.3536,0.3536,0,0,2.00052736,3.00105478952714,2,4,"Paved road","Deciduous forest","Rodentia","Niviventer","Muridae",0,82.55,1.91671707759881
