Source,Study,ControlSite,ControlID,Group,SpeciesCode,SpeciesName,Continent,Country,Longitude,Latitude,LocationUncertainty,StudyYear,YearsInStudy,InfraN,ControlN,InfraD,ControlD,InfraAbundance_original,ControlAbundance_original,AbundanceUnit,InfraSD_original,ControlSD_original,SDEstimate,InfraA,ControlA,InfraSD,ControlSD,MaxDist,Dist,MinDist,MaxCDist,CDist,MinCDist,Habitat,InfraType,StudyQualityA,StudyQualityB,Note
Bramble et al. 1984,146b,146,146b585,Birds,b585,Vermivora chrysoptera,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0.11,0.09,individuals/ha,0.32,0.29,From data,0.11,0.09,0.32,0.29,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b270,Birds,b270,Bonasa umbellus,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0.11,0.09,individuals/ha,0.32,0.29,From data,0.11,0.09,0.32,0.29,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b143,Birds,b143,Seiurus aurocapilla,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0,1.2,individuals/ha,NA,NA,NA,0.057,1.2,0.16,NA,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b373,Birds,b373,Contopus virens,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0,0.7,individuals/ha,NA,NA,NA,0.057,0.7,0.16,NA,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b582,Birds,b582,Helmitheros vermivorus,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0,0.4,individuals/ha,NA,NA,NA,0.057,0.4,0.16,NA,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b583,Birds,b583,Buteo platypterus,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0,0.2,individuals/ha,NA,NA,NA,0.057,0.2,0.16,NA,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b274,Birds,b274,Colaptes auratus,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0,0.09,individuals/ha,NA,0.29,NA,0.057,0.09,0.16,0.29,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b385,Birds,b385,Cardinalis cardinalis,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0,0.09,individuals/ha,NA,0.29,NA,0.057,0.09,0.16,0.29,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Bramble et al. 1984,146b,146,146b584,Birds,b584,Bubo virginianus,North-America,USA,-78.53,40.41,200000,1982,1,8,10,1.09,1.09,0,0.09,individuals/ha,NA,0.29,NA,0.057,0.09,0.16,0.29,10,5,NA,NA,90,45,Oak-hickory forest,Powerline,1,0,herbicde
Cappa et al. 2019,76a,76a,76am155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,2,2,1,1,2,13.5,individuals,2.83,7.78,From data,2,13.5,2.83,7.78,NA,10,NA,NA,1500,NA,Open shrubland,Paved road,1,0,dry
Cappa et al. 2019,76a,76a,76am155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,2,2,1,1,5,13.5,individuals,7.07,7.78,From data,5,13.5,7.07,7.78,NA,50,NA,NA,1500,NA,Open shrubland,Paved road,1,0,dry
Cappa et al. 2019,76a,76a,76am155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,2,2,1,1,13.5,13.5,individuals,7.78,7.78,From data,13.5,13.5,7.78,7.78,NA,1500,NA,NA,1500,NA,Open shrubland,Paved road,1,0,dry
Cappa et al. 2019,76b,76b,76bm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,2,2,1,1,2,0.5,individuals,2.83,0.71,From data,2,0.5,2.83,0.71,NA,10,NA,NA,1500,NA,Open shrubland,Paved road,1,0,wet
Cappa et al. 2019,76b,76b,76bm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,2,2,1,1,0.5,0.5,individuals,0.71,0.71,From data,0.5,0.5,0.71,0.71,NA,50,NA,NA,1500,NA,Open shrubland,Paved road,1,0,wet
Cappa et al. 2019,76b,76b,76bm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,2,2,1,1,0.5,0.5,individuals,0.71,0.71,From data,0.5,0.5,0.71,0.71,NA,1500,NA,NA,1500,NA,Open shrubland,Paved road,1,0,wet
Cappa et al. 2019,76c,76c,76cm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,4,4,1,1,16.25,9,individuals,17.65,6.58,From data,16.25,9,17.65,6.58,NA,10,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,dry
Cappa et al. 2019,76c,76c,76cm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,4,4,1,1,10.5,9,individuals,6.61,6.58,From data,10.5,9,6.61,6.58,NA,50,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,dry
Cappa et al. 2019,76c,76c,76cm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,4,4,1,1,9,9,individuals,6.58,6.58,From data,9,9,6.58,6.58,NA,1500,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,dry
Cappa et al. 2019,76d,76d,76dm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,4,4,1,1,4.5,15.75,individuals,3.87,7.5,From data,4.5,15.75,3.87,7.5,NA,10,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,wet
Cappa et al. 2019,76d,76d,76dm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,4,4,1,1,7.25,15.75,individuals,5.74,7.5,From data,7.25,15.75,5.74,7.5,NA,50,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,wet
Cappa et al. 2019,76d,76d,76dm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2014-2016,3,4,4,1,1,15.75,15.75,individuals,7.5,7.5,From data,15.75,15.75,7.5,7.5,NA,1500,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,wet
Cappa et al. 2019,76e,76e,76em155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,4,4,1,1,3.5,2.75,dungheaps,4.04,2.75,From data,3.5,2.75,4.04,2.75,NA,10,NA,NA,1500,NA,Open shrubland,Paved road,1,0,dry
Cappa et al. 2019,76e,76e,76em155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,4,4,1,1,2.75,2.75,dungheaps,2.22,2.75,From data,2.75,2.75,2.22,2.75,NA,50,NA,NA,1500,NA,Open shrubland,Paved road,1,0,dry
Cappa et al. 2019,76e,76e,76em155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,4,4,1,1,2.75,2.75,dungheaps,2.75,2.75,From data,2.75,2.75,2.75,2.75,NA,1500,NA,NA,1500,NA,Open shrubland,Paved road,1,0,dry
Cappa et al. 2019,76f,76f,76fm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,6,6,1,1,5.83,5.33,dungheaps,2.79,4.84,From data,5.83,5.33,2.79,4.84,NA,10,NA,NA,1500,NA,Open shrubland,Paved road,1,0,wet
Cappa et al. 2019,76f,76f,76fm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,6,6,1,1,6.33,5.33,dungheaps,3.01,4.84,From data,6.33,5.33,3.01,4.84,NA,50,NA,NA,1500,NA,Open shrubland,Paved road,1,0,wet
Cappa et al. 2019,76f,76f,76fm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,6,6,1,1,5.33,5.33,dungheaps,4.84,4.84,From data,5.33,5.33,4.84,4.84,NA,1500,NA,NA,1500,NA,Open shrubland,Paved road,1,0,wet
Cappa et al. 2019,76g,76g,76gm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,8,6,1,1,4.5,10.67,dungheaps,5.15,5.35,From data,4.5,10.67,5.15,5.35,NA,10,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,dry
Cappa et al. 2019,76g,76g,76gm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,8,6,1,1,5.63,10.67,dungheaps,8.68,5.35,From data,5.63,10.67,8.68,5.35,NA,50,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,dry
Cappa et al. 2019,76g,76g,76gm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,6,6,1,1,10.67,10.67,dungheaps,5.35,5.35,From data,10.67,10.67,5.35,5.35,NA,1500,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,dry
Cappa et al. 2019,76h,76h,76hm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,12,9,1,1,4.5,16.78,dungheaps,4.64,9.19,From data,4.5,16.78,4.64,9.19,NA,10,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,wet
Cappa et al. 2019,76h,76h,76hm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,12,9,1,1,4.92,16.78,dungheaps,4.12,9.19,From data,4.92,16.78,4.12,9.19,NA,50,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,wet
Cappa et al. 2019,76h,76h,76hm155,Mammals,m155,Lama guanicoe,South-America,Argentina,-68.08,-29.92,10000,2011-2014,4,9,9,1,1,16.78,16.78,dungheaps,9.19,9.19,From data,16.78,16.78,9.19,9.19,NA,1500,NA,NA,1500,NA,Open shrubland,Unpaved road,1,0,wet
Ward et al. 2008,148,148,148a86,Amphibians,a86,Eurycea bislineata,North-America,USA,-79.65,38.9,20000,2004,1,9,7,1,1,13.9,8,mean abundance/stream,6.3,4,From SE,13.9,8,6.3,4,240,120,0,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a86,Amphibians,a86,Eurycea bislineata,North-America,USA,-79.65,38.9,20000,2004,1,7,7,1,1,8,8,mean abundance/stream,4,4,From SE,8,8,4,4,NA,99999,NA,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a87,Amphibians,a87,Desmognathus monticola,North-America,USA,-79.65,38.9,20000,2004,1,9,7,1,1,4.1,13.7,mean abundance/stream,1.4,6,From SE,4.1,13.7,1.4,6,240,120,0,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a87,Amphibians,a87,Desmognathus monticola,North-America,USA,-79.65,38.9,20000,2004,1,7,7,1,1,13.7,13.7,mean abundance/stream,6,6,From SE,13.7,13.7,6,6,NA,99999,NA,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a88,Amphibians,a88,Gyrinophilus porphyriticus,North-America,USA,-79.65,38.9,20000,2004,1,9,7,1,1,2.7,3.4,mean abundance/stream,0.9,1.2,From SE,2.7,3.4,0.9,1.2,240,120,0,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a88,Amphibians,a88,Gyrinophilus porphyriticus,North-America,USA,-79.65,38.9,20000,2004,1,7,7,1,1,3.4,3.4,mean abundance/stream,1.2,1.2,From SE,3.4,3.4,1.2,1.2,NA,99999,NA,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a89,Amphibians,a89,Desmognathus ochrophaus,North-America,USA,-79.65,38.9,20000,2004,1,9,7,1,1,5.9,7.3,mean abundance/stream,1.6,1.2,From SE,5.9,7.3,1.6,1.2,240,120,0,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a89,Amphibians,a89,Desmognathus ochrophaus,North-America,USA,-79.65,38.9,20000,2004,1,7,7,1,1,7.3,7.3,mean abundance/stream,1.2,1.2,From SE,7.3,7.3,1.2,1.2,NA,99999,NA,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a90,Amphibians,a90,Desmognathus fuscus,North-America,USA,-79.65,38.9,20000,2004,1,9,7,1,1,0.4,0,mean abundance/stream,0.3,0,From SE,0.4,0.07,0.3,0.19,240,120,0,NA,99999,NA,Forest,Paved road,1,1,NA
Ward et al. 2008,148,148,148a90,Amphibians,a90,Desmognathus fuscus,North-America,USA,-79.65,38.9,20000,2004,1,7,7,1,1,0,0,mean abundance/stream,0,0,From SE,0.07,0.07,0.19,0.19,NA,99999,NA,NA,99999,NA,Forest,Paved road,1,1,NA
Vargas-Salinas et al. 2011,147,147,147a35,Amphibians,a35,Rhinella marina,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,9,0,individuals,5.66,0,From data,9,0.25,5.66,0.3536,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a35,Amphibians,a35,Rhinella marina,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,0,individuals,0,0,From data,0.25,0.25,0.3536,0.3536,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a91,Amphibians,a91,Strabomantis ruizi,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,9,individuals,0,4.95,From data,0.25,9,0.3536,4.95,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a91,Amphibians,a91,Strabomantis ruizi,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,9,9,individuals,4.95,4.95,From data,9,9,4.95,4.95,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a92,Amphibians,a92,Pristimantis erythropleura,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,3.5,individuals,0,2.12,From data,0.25,3.5,0.3536,2.12,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a92,Amphibians,a92,Pristimantis erythropleura,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,3.5,3.5,individuals,2.12,2.12,From data,3.5,3.5,2.12,2.12,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a93,Amphibians,a93,Pristimantis orpacobates,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,8,individuals,0,4.24,From data,0.25,8,0.3536,4.24,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a93,Amphibians,a93,Pristimantis orpacobates,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,8,8,individuals,4.24,4.24,From data,8,8,4.24,4.24,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a94,Amphibians,a94,Pristimantis palmeri,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,22.5,15,individuals,0.71,11.31,From data,22.5,15,0.71,11.31,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a94,Amphibians,a94,Pristimantis palmeri,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,15,15,individuals,11.31,11.31,From data,15,15,11.31,11.31,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a95,Amphibians,a95,Centrolene savagei,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,4.5,15.5,individuals,6.36,21.92,From data,4.5,15.5,6.36,21.92,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a95,Amphibians,a95,Centrolene savagei,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,15.5,15.5,individuals,21.92,21.92,From data,15.5,15.5,21.92,21.92,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a96,Amphibians,a96,Hyloxalus fascianigrus,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,0.5,individuals,0,0.71,From data,0.25,0.5,0.3536,0.71,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a96,Amphibians,a96,Hyloxalus fascianigrus,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0.5,0.5,individuals,0.71,0.71,From data,0.5,0.5,0.71,0.71,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a83,Amphibians,a83,Ranitomeya bombetes,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1.5,9.5,individuals,0.71,13.44,From data,1.5,9.5,0.71,13.44,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147a83,Amphibians,a83,Ranitomeya bombetes,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,9.5,9.5,individuals,13.44,13.44,From data,9.5,9.5,13.44,13.44,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r101,Reptiles,r101,Lepidoblepharis duolepis,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,2.5,18.5,individuals,0.71,0.71,From data,2.5,18.5,0.71,0.71,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r101,Reptiles,r101,Lepidoblepharis duolepis,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,18.5,18.5,individuals,0.71,0.71,From data,18.5,18.5,0.71,0.71,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r102,Reptiles,r102,Euspondylus stenolepis,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0.5,1.5,individuals,0.71,0.71,From data,0.5,1.5,0.71,0.71,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r102,Reptiles,r102,Euspondylus stenolepis,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1.5,1.5,individuals,0.71,0.71,From data,1.5,1.5,0.71,0.71,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r103,Reptiles,r103,Anolis fraseri,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,0.5,individuals,0,0.71,From data,0.25,0.5,0.3536,0.71,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r103,Reptiles,r103,Anolis fraseri,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0.5,0.5,individuals,0.71,0.71,From data,0.5,0.5,0.71,0.71,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r104,Reptiles,r104,Norops antonii,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,11.5,29.5,individuals,0.71,2.54,From data,11.5,29.5,0.71,2.54,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r104,Reptiles,r104,Norops antonii,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,29.5,29.5,individuals,2.54,2.54,From data,29.5,29.5,2.54,2.54,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r105,Reptiles,r105,Clelia clelia,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,2,0,individuals,1.41,0,From data,2,0.25,1.41,0.3536,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r105,Reptiles,r105,Clelia clelia,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,0,individuals,0,0,From data,0.25,0.25,0.3536,0.3536,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r106,Reptiles,r106,Leptophis ahaetulla,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0.5,1,individuals,0.71,0,From data,0.5,1,0.71,0,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r106,Reptiles,r106,Leptophis ahaetulla,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1,1,individuals,0,0,From data,1,1,0,0,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r107,Reptiles,r107,Erythrolamprus bizona,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1,1,individuals,1.41,0,From data,1,1,1.41,0,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r107,Reptiles,r107,Erythrolamprus bizona,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1,1,individuals,0,0,From data,1,1,0,0,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r108,Reptiles,r108,Lampropeltis triangulum,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0.5,0,individuals,0.71,0,From data,0.5,0.25,0.71,0.3536,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r108,Reptiles,r108,Lampropeltis triangulum,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,0,individuals,0,0,From data,0.25,0.25,0.3536,0.3536,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r61,Reptiles,r61,Imantodes cenchoa,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,2.5,1.5,individuals,0.71,0.71,From data,2.5,1.5,0.71,0.71,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r61,Reptiles,r61,Imantodes cenchoa,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1.5,1.5,individuals,0.71,0.71,From data,1.5,1.5,0.71,0.71,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r65,Reptiles,r65,Oxyrhopus petola,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,3.5,0,individuals,0.71,0,From data,3.5,0.25,0.71,0.3536,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r65,Reptiles,r65,Oxyrhopus petola,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,0,individuals,0,0,From data,0.25,0.25,0.3536,0.3536,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r109,Reptiles,r109,Sibon nebulatus,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0.5,0.5,individuals,0.71,0.71,From data,0.5,0.5,0.71,0.71,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r109,Reptiles,r109,Sibon nebulatus,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0.5,0.5,individuals,0.71,0.71,From data,0.5,0.5,0.71,0.71,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r110,Reptiles,r110,Tantilla longifrontalis,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1,0,individuals,1.41,0,From data,1,0.25,1.41,0.3536,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r110,Reptiles,r110,Tantilla longifrontalis,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,0,0,individuals,0,0,From data,0.25,0.25,0.3536,0.3536,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r29,Reptiles,r29,Micrurus mipartitus,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1,1,individuals,0,1.41,From data,1,1,0,1.41,NA,10,NA,NA,150,150,Forest,Paved road,1,0,NA
Vargas-Salinas et al. 2011,147,147,147r29,Reptiles,r29,Micrurus mipartitus,South-America,Colombia,-76.4,3.88,2500,2006,1,2,2,1,1,1,1,individuals,1.41,1.41,From data,1,1,1.41,1.41,NA,150,150,NA,150,150,Forest,Paved road,1,0,NA
Jack 2014,136a,136a,136ab375,Birds,b375,Corvus brachyrhynchos ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab375,Birds,b375,Corvus brachyrhynchos ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab375,Birds,b375,Corvus brachyrhynchos ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab375,Birds,b375,Corvus brachyrhynchos ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab291,Birds,b291,Setophaga ruticilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab291,Birds,b291,Setophaga ruticilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab291,Birds,b291,Setophaga ruticilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab291,Birds,b291,Setophaga ruticilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab219,Birds,b219,Turdus migratorius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.8,0.5,individuals,0.7888,0.527,From data,0.8,0.5,0.7888,0.527,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
